"ngknow"	"ngfinance"	"L.I.scale"	"typeofedu"	"country"	"phighedu"	"father_edu"	"mother_edu"	"gender"	"age"	"study_year"	"study_year_numeric"	"work_experience"	"PL_home_size"	"CZ_home_size"	"typeofedu.country"	"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"
"cz46"	18	10	-4	"EBMF"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"male"	21	"BA_2"	2	"Up_to_1_year"	NA	"<1k-5k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz47"	-4	-2	-3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0
"cz48"	10	4	-3	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	24	"MA_1"	4	"1_year+"	NA	">100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1
"cz49"	4	0	3	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	24	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1
"cz50"	16	6	-1	"EBMF"	"CZ"	"HE:one"	"<=vocational"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz51"	16	6	-1	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz52"	0	4	NA	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"<=vocational"	"male"	20	"BA_1"	1	NA	NA	">100k"	"SSHA.CZ"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1
"cz53"	16	6	-1	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz54"	8	4	-3	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1
"cz55"	4	4	3	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"<=vocational"	"female"	22	"BA_1"	1	NA	NA	NA	"SSHA.CZ"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0
"cz56"	-2	-8	2	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0
"cz57"	14	6	-2	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	22	"BA_3"	3	"1_year+"	NA	"<1k-5k"	"EBMF.CZ"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz58"	14	6	-3	"EBMF"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
"cz59"	8	4	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	20	"BA_1"	1	"Up_to_1_year"	NA	"5k-20k"	"SSHA.CZ"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1
"cz60"	14	4	-3	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	22	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz61"	14	6	3	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz62"	6	4	-1	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"male"	22	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1
"cz63"	-6	-2	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_1"	1	"1_year+"	NA	"<1k"	"SSHA.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0
"cz64"	12	2	6	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	NA	NA	"BA_3"	3	NA	NA	NA	"EBMF.CZ"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1
"cz65"	12	4	-2	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	22	"BA_2"	2	"Up_to_1_year"	NA	"<1k"	"EBMF.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz66"	10	4	-2	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	22	"BA_2"	2	NA	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1
"cz67"	12	4	0	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1
"cz68"	2	2	-3	"SSHA"	"CZ"	"HE:one"	"<=vocational"	"higher_edu"	"male"	24	"BA_3"	3	NA	NA	NA	"SSHA.CZ"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0
"cz69"	8	0	5	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	22	"BA_3"	3	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1
"cz70"	10	2	-1	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"female"	22	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1
"cz71"	10	2	-3	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	22	"BA_2"	2	"1_year+"	NA	"<1k-5k"	"EBMF.CZ"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1
"cz72"	12	6	-1	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	23	"BA_3"	3	"1_year+"	NA	">100k"	"EBMF.CZ"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1
"cz73"	0	-2	6	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	23	"BA_2"	2	"1_year+"	NA	"5k-20k"	"SSHA.CZ"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0
"cz74"	-2	-2	1	"SSHA"	"CZ"	"HE:one"	"<=vocational"	"PHD+"	"female"	30	"BA_3"	3	"Up_to_1_year"	NA	"<1k-5k"	"SSHA.CZ"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0
"cz75"	14	4	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_1"	1	"1_year+"	NA	">100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1
"cz76"	NA	NA	3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	20	"BA_1"	1	"1_year+"	NA	">100k"	"SSHA.CZ"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	0	NA	0	0	0	1	0	0	NA	1	NA	NA	NA	1	1	NA	0	0	1	NA	NA	1	NA	1	1	NA	1	1
"cz77"	NA	NA	1	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	20	"BA_1"	1	"1_year+"	NA	">100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	NA	0	NA	0	NA	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	0	1	0	NA	NA	NA	NA	1	NA	1	NA
"cz78"	0	-2	3	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	19	"BA_2"	2	"1_year+"	NA	"20k-100k"	"SSHA.CZ"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1
"cz79"	8	4	-2	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	27	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1
"cz80"	-6	0	2	"SSHA"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	20	"BA_2"	2	"1_year+"	NA	">100k"	"SSHA.CZ"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0
"cz81"	0	2	-3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	NA	NA	"20k-100k"	"SSHA.CZ"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0
"cz82"	-2	-6	2	"SSHA"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"female"	20	"BA_2"	2	"Up_to_1_year"	NA	"<1k-5k"	"SSHA.CZ"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0
"cz83"	4	0	NA	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	21	"BA_2"	2	"No_experience"	NA	"20k-100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1
"cz84"	-4	-6	-3	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	21	"BA_2"	2	"No_experience"	NA	"5k-20k"	"SSHA.CZ"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0
"cz85"	0	2	-1	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	21	"BA_2"	2	"No_experience"	NA	">100k"	"SSHA.CZ"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1
"cz86"	0	4	-1	"SSHA"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	20	"BA_2"	2	"Up_to_1_year"	NA	"<1k-5k"	"SSHA.CZ"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1
"cz87"	-2	-4	0	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	22	"BA_2"	2	"1_year+"	NA	"20k-100k"	"SSHA.CZ"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0
"cz88"	4	0	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
"cz89"	-4	-4	3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_2"	2	"No_experience"	NA	">100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1
"cz90"	6	6	3	"SSHA"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	22	"BA_2"	2	"No_experience"	NA	">100k"	"SSHA.CZ"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
